unIDyearSite,uniqueIDYear,uniqueID,site,year,block,row,treat,seedl_nr,height,diam_mm,dateYear,mort_date,notes,mortality,mort_binar,waxQual,damage,percentDebark,waxHeight_cm,rootCol,origNotes,mort2,rank
B4R1wax CS7_2019_clearcut,B4R1wax CS7_2019,B4R1wax CS7,clearcut,2019,4,1,wax C,7,0,NA,2019,2019,other,dead,1,1,0,0,0,,other,1,2
B4R1wax CS8_2018_clearcut,B4R1wax CS8_2018,B4R1wax CS8,clearcut,2018,4,1,wax C,8,44,7,2018,0,alive,alive,0,1,0,0,0,,alive,0,2
B4R1wax CS8_2019_clearcut,B4R1wax CS8_2019,B4R1wax CS8,clearcut,2019,4,1,wax C,8,60,10,2019,0,alive,alive,0,2,150,30,0,,alive,0,3
B4R1wax CS8_2020_clearcut,B4R1wax CS8_2020,B4R1wax CS8,clearcut,2020,4,1,wax C,8,75,14.6,2020,0,alive,alive,0,3,0,0,0,,alive,0,4
B4R1wax CS9_2018_clearcut,B4R1wax CS9_2018,B4R1wax CS9,clearcut,2018,4,1,wax C,9,50,9.7,2018,0,alive,alive,0,1,0,0,0,,bad condition,0,2
B4R1wax CS9_2019_clearcut,B4R1wax CS9_2019,B4R1wax CS9,clearcut,2019,4,1,wax C,9,0,NA,2019,2019,other,dead,1,1,0,0,0,,other,1,2
B4R2wax FS1_2018_clearcut,B4R2wax FS1_2018,B4R2wax FS1,clearcut,2018,4,2,wax F,1,50,9.5,2018,0,alive,alive,0,2,0,0,0,,alive,0,3
B4R2wax FS1_2019_clearcut,B4R2wax FS1_2019,B4R2wax FS1,clearcut,2019,4,2,wax F,1,35,12.3,2019,0,alive,alive,0,3,250,60,0,,alive,0,4
B4R2wax FS1_2020_clearcut,B4R2wax FS1_2020,B4R2wax FS1,clearcut,2020,4,2,wax F,1,53,20,2020,0,alive,alive,0,3,0,0,0,,alive,0,4
B4R2wax FS10_2018_clearcut,B4R2wax FS10_2018,B4R2wax FS10,clearcut,2018,4,2,wax F,10,30,4.8,2018,0,alive,alive,0,1,0,0,0,,alive,0,1
B4R2wax FS10_2019_clearcut,B4R2wax FS10_2019,B4R2wax FS10,clearcut,2019,4,2,wax F,10,30,5.4,2019,0,alive,alive,0,0,450,100,0,,alive,0,1
B4R2wax FS10_2020_clearcut,B4R2wax FS10_2020,B4R2wax FS10,clearcut,2020,4,2,wax F,10,0,NA,2020,2020,Hylobius,dead,1,0,500,0,0,,Hylobius,1,1
B4R2wax FS2_2018_clearcut,B4R2wax FS2_2018,B4R2wax FS2,clearcut,2018,4,2,wax F,2,0,NA,2018,2018,other,dead,1,1,0,0,0,,other,1,2
B4R2wax FS3_2018_clearcut,B4R2wax FS3_2018,B4R2wax FS3,clearcut,2018,4,2,wax F,3,36,8.7,2018,0,alive,alive,0,2,0,0,0,,alive,0,3
B4R2wax FS3_2019_clearcut,B4R2wax FS3_2019,B4R2wax FS3,clearcut,2019,4,2,wax F,3,46,9.4,2019,0,alive,alive,0,1,290,70,0,,alive,0,3
B4R2wax FS3_2020_clearcut,B4R2wax FS3_2020,B4R2wax FS3,clearcut,2020,4,2,wax F,3,46,11.7,2020,0,alive,alive,0,4,250,0,0,,alive,0,5
B4R2wax FS4_2018_clearcut,B4R2wax FS4_2018,B4R2wax FS4,clearcut,2018,4,2,wax F,4,33,6.9,2018,0,alive,alive,0,1,60,30,0,,alive,0,2
B4R2wax FS4_2019_clearcut,B4R2wax FS4_2019,B4R2wax FS4,clearcut,2019,4,2,wax F,4,42,9.4,2019,0,alive,alive,0,4,450,80,0,,alive,0,5
B4R2wax FS4_2020_clearcut,B4R2wax FS4_2020,B4R2wax FS4,clearcut,2020,4,2,wax F,4,42,10.7,2020,0,alive,alive,0,4,400,0,0,,alive,0,5
B4R2wax FS5_2018_clearcut,B4R2wax FS5_2018,B4R2wax FS5,clearcut,2018,4,2,wax F,5,0,NA,2018,2018,Hylastes,dead,1,2,0,0,0,,Hylastes,1,3
B4R2wax FS6_2018_clearcut,B4R2wax FS6_2018,B4R2wax FS6,clearcut,2018,4,2,wax F,6,0,NA,2018,2018,other,dead,1,1,0,0,0,,other,1,2
B4R2wax FS7_2018_clearcut,B4R2wax FS7_2018,B4R2wax FS7,clearcut,2018,4,2,wax F,7,31,7,2018,0,alive,alive,0,1,0,0,0,,alive,0,2
B4R2wax FS7_2019_clearcut,B4R2wax FS7_2019,B4R2wax FS7,clearcut,2019,4,2,wax F,7,32,8.7,2019,0,alive,alive,0,2,70,30,0,,alive,0,3
B4R2wax FS7_2020_clearcut,B4R2wax FS7_2020,B4R2wax FS7,clearcut,2020,4,2,wax F,7,48,13,2020,0,alive,alive,0,4,0,0,0,,alive,0,5
B4R2wax FS8_2018_clearcut,B4R2wax FS8_2018,B4R2wax FS8,clearcut,2018,4,2,wax F,8,35,6.9,2018,0,alive,alive,0,2,0,0,0,,alive,0,3
B4R2wax FS8_2019_clearcut,B4R2wax FS8_2019,B4R2wax FS8,clearcut,2019,4,2,wax F,8,37,7.8,2019,0,alive,alive,0,4,140,30,0,,alive,0,5
B4R2wax FS8_2020_clearcut,B4R2wax FS8_2020,B4R2wax FS8,clearcut,2020,4,2,wax F,8,37,12.7,2020,0,alive,alive,0,4,200,0,0,,alive,0,5
B4R2wax FS9_2018_clearcut,B4R2wax FS9_2018,B4R2wax FS9,clearcut,2018,4,2,wax F,9,26,5.9,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R2wax FS9_2019_clearcut,B4R2wax FS9_2019,B4R2wax FS9,clearcut,2019,4,2,wax F,9,31,9,2019,0,alive,alive,0,4,320,80,0,,alive,0,5
B4R2wax FS9_2020_clearcut,B4R2wax FS9_2020,B4R2wax FS9,clearcut,2020,4,2,wax F,9,0,NA,2020,2020,Hylobius,dead,1,3,500,0,0,,Hylobius,1,4
B4R3glueS1_2018_clearcut,B4R3glueS1_2018,B4R3glueS1,clearcut,2018,4,3,glue,1,32,5.7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R3glueS1_2019_clearcut,B4R3glueS1_2019,B4R3glueS1,clearcut,2019,4,3,glue,1,33,8.3,2019,0,alive,alive,0,0,350,100,0,,alive,0,1
B4R3glueS1_2020_clearcut,B4R3glueS1_2020,B4R3glueS1,clearcut,2020,4,3,glue,1,0,NA,2020,2020,Hylobius,dead,1,0,340,0,0,,Hylobius,1,1
B4R3glueS10_2018_clearcut,B4R3glueS10_2018,B4R3glueS10,clearcut,2018,4,3,glue,10,30,4.4,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R3glueS10_2019_clearcut,B4R3glueS10_2019,B4R3glueS10,clearcut,2019,4,3,glue,10,33,6.5,2019,0,alive,alive,0,3,0,0,0,,alive,0,4
B4R3glueS10_2020_clearcut,B4R3glueS10_2020,B4R3glueS10,clearcut,2020,4,3,glue,10,38,9.1,2020,0,alive,alive,0,0,30,0,0,,alive,0,1
B4R3glueS2_2018_clearcut,B4R3glueS2_2018,B4R3glueS2,clearcut,2018,4,3,glue,2,58,9.7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R3glueS2_2019_clearcut,B4R3glueS2_2019,B4R3glueS2,clearcut,2019,4,3,glue,2,64,13,2019,0,alive,alive,0,0,150,50,0,,alive,0,1
B4R3glueS2_2020_clearcut,B4R3glueS2_2020,B4R3glueS2,clearcut,2020,4,3,glue,2,80,20.6,2020,0,alive,alive,0,0,370,0,0,,alive,0,1
B4R3glueS3_2018_clearcut,B4R3glueS3_2018,B4R3glueS3,clearcut,2018,4,3,glue,3,38,5.8,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R3glueS3_2019_clearcut,B4R3glueS3_2019,B4R3glueS3,clearcut,2019,4,3,glue,3,45,9.1,2019,0,alive,alive,0,0,130,40,0,,alive,0,1
B4R3glueS3_2020_clearcut,B4R3glueS3_2020,B4R3glueS3,clearcut,2020,4,3,glue,3,50,14,2020,0,alive,alive,0,0,140,0,0,,alive,0,1
B4R3glueS4_2018_clearcut,B4R3glueS4_2018,B4R3glueS4,clearcut,2018,4,3,glue,4,39,7.5,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R3glueS4_2019_clearcut,B4R3glueS4_2019,B4R3glueS4,clearcut,2019,4,3,glue,4,47,10.4,2019,0,alive,alive,0,0,20,10,0,,alive,0,1
B4R3glueS4_2020_clearcut,B4R3glueS4_2020,B4R3glueS4,clearcut,2020,4,3,glue,4,59,15.8,2020,0,alive,alive,0,0,110,0,0,,alive,0,1
B4R3glueS5_2018_clearcut,B4R3glueS5_2018,B4R3glueS5,clearcut,2018,4,3,glue,5,38,5.6,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R3glueS5_2019_clearcut,B4R3glueS5_2019,B4R3glueS5,clearcut,2019,4,3,glue,5,39,8,2019,0,alive,alive,0,0,10,10,0,,alive,0,1
B4R3glueS5_2020_clearcut,B4R3glueS5_2020,B4R3glueS5,clearcut,2020,4,3,glue,5,47,8.8,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R3glueS6_2018_clearcut,B4R3glueS6_2018,B4R3glueS6,clearcut,2018,4,3,glue,6,41,8.1,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R3glueS6_2019_clearcut,B4R3glueS6_2019,B4R3glueS6,clearcut,2019,4,3,glue,6,45,10.8,2019,0,alive,alive,0,0,20,10,0,,alive,0,1
B4R3glueS6_2020_clearcut,B4R3glueS6_2020,B4R3glueS6,clearcut,2020,4,3,glue,6,68,15.3,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R3glueS7_2018_clearcut,B4R3glueS7_2018,B4R3glueS7,clearcut,2018,4,3,glue,7,40,7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R3glueS7_2019_clearcut,B4R3glueS7_2019,B4R3glueS7,clearcut,2019,4,3,glue,7,43,13,2019,0,alive,alive,0,0,20,10,0,,alive,0,1
B4R3glueS7_2020_clearcut,B4R3glueS7_2020,B4R3glueS7,clearcut,2020,4,3,glue,7,52,15.2,2020,0,alive,alive,0,0,150,0,0,,alive,0,1
B4R3glueS8_2018_clearcut,B4R3glueS8_2018,B4R3glueS8,clearcut,2018,4,3,glue,8,37,4.7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R3glueS8_2019_clearcut,B4R3glueS8_2019,B4R3glueS8,clearcut,2019,4,3,glue,8,36,7.3,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R3glueS8_2020_clearcut,B4R3glueS8_2020,B4R3glueS8,clearcut,2020,4,3,glue,8,51,10.6,2020,0,alive,alive,0,0,50,0,0,,alive,0,1
B4R3glueS9_2018_clearcut,B4R3glueS9_2018,B4R3glueS9,clearcut,2018,4,3,glue,9,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B4R4chemicalS1_2018_clearcut,B4R4chemicalS1_2018,B4R4chemicalS1,clearcut,2018,4,4,chemical,1,38,5.3,2018,0,alive,alive,0,0,20,10,0,,alive,0,1
B4R4chemicalS1_2019_clearcut,B4R4chemicalS1_2019,B4R4chemicalS1,clearcut,2019,4,4,chemical,1,0,NA,2019,2019,other,dead,1,0,0,0,0,,human,1,1
B4R4chemicalS10_2018_clearcut,B4R4chemicalS10_2018,B4R4chemicalS10,clearcut,2018,4,4,chemical,10,32,4.2,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS10_2019_clearcut,B4R4chemicalS10_2019,B4R4chemicalS10,clearcut,2019,4,4,chemical,10,32,8.6,2019,0,alive,alive,0,0,80,20,0,,alive,0,1
B4R4chemicalS10_2020_clearcut,B4R4chemicalS10_2020,B4R4chemicalS10,clearcut,2020,4,4,chemical,10,56,12.3,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS2_2018_clearcut,B4R4chemicalS2_2018,B4R4chemicalS2,clearcut,2018,4,4,chemical,2,26,4.1,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS2_2019_clearcut,B4R4chemicalS2_2019,B4R4chemicalS2,clearcut,2019,4,4,chemical,2,31,6.7,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS2_2020_clearcut,B4R4chemicalS2_2020,B4R4chemicalS2,clearcut,2020,4,4,chemical,2,55,10.2,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS3_2018_clearcut,B4R4chemicalS3_2018,B4R4chemicalS3,clearcut,2018,4,4,chemical,3,36,5.8,2018,0,alive,alive,0,0,10,10,0,,alive,0,1
B4R4chemicalS3_2019_clearcut,B4R4chemicalS3_2019,B4R4chemicalS3,clearcut,2019,4,4,chemical,3,45,8.4,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS3_2020_clearcut,B4R4chemicalS3_2020,B4R4chemicalS3,clearcut,2020,4,4,chemical,3,68,12.3,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS4_2018_clearcut,B4R4chemicalS4_2018,B4R4chemicalS4,clearcut,2018,4,4,chemical,4,42,6.9,2018,0,alive,alive,0,0,25,20,0,,alive,0,1
B4R4chemicalS4_2019_clearcut,B4R4chemicalS4_2019,B4R4chemicalS4,clearcut,2019,4,4,chemical,4,33,5.9,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS4_2020_clearcut,B4R4chemicalS4_2020,B4R4chemicalS4,clearcut,2020,4,4,chemical,4,48,9.5,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS5_2018_clearcut,B4R4chemicalS5_2018,B4R4chemicalS5,clearcut,2018,4,4,chemical,5,32,5.6,2018,0,alive,alive,0,0,10,10,0,,alive,0,1
B4R4chemicalS5_2019_clearcut,B4R4chemicalS5_2019,B4R4chemicalS5,clearcut,2019,4,4,chemical,5,40,8.8,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS5_2020_clearcut,B4R4chemicalS5_2020,B4R4chemicalS5,clearcut,2020,4,4,chemical,5,78,17,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS6_2018_clearcut,B4R4chemicalS6_2018,B4R4chemicalS6,clearcut,2018,4,4,chemical,6,37,7.5,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS6_2019_clearcut,B4R4chemicalS6_2019,B4R4chemicalS6,clearcut,2019,4,4,chemical,6,42,10.5,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS6_2020_clearcut,B4R4chemicalS6_2020,B4R4chemicalS6,clearcut,2020,4,4,chemical,6,70,17.3,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS7_2018_clearcut,B4R4chemicalS7_2018,B4R4chemicalS7,clearcut,2018,4,4,chemical,7,41,7,2018,0,alive,alive,0,0,10,10,0,,alive,0,1
B4R4chemicalS7_2019_clearcut,B4R4chemicalS7_2019,B4R4chemicalS7,clearcut,2019,4,4,chemical,7,43,7.7,2019,0,alive,alive,0,0,20,10,0,,alive,0,1
B4R4chemicalS7_2020_clearcut,B4R4chemicalS7_2020,B4R4chemicalS7,clearcut,2020,4,4,chemical,7,68,14.7,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS8_2018_clearcut,B4R4chemicalS8_2018,B4R4chemicalS8,clearcut,2018,4,4,chemical,8,30,4.2,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS8_2019_clearcut,B4R4chemicalS8_2019,B4R4chemicalS8,clearcut,2019,4,4,chemical,8,35,7.3,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS8_2020_clearcut,B4R4chemicalS8_2020,B4R4chemicalS8,clearcut,2020,4,4,chemical,8,58,10.9,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS9_2018_clearcut,B4R4chemicalS9_2018,B4R4chemicalS9,clearcut,2018,4,4,chemical,9,60,8.4,2018,0,alive,alive,0,0,10,10,0,,alive,0,1
B4R4chemicalS9_2019_clearcut,B4R4chemicalS9_2019,B4R4chemicalS9,clearcut,2019,4,4,chemical,9,67,11.8,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R4chemicalS9_2020_clearcut,B4R4chemicalS9_2020,B4R4chemicalS9,clearcut,2020,4,4,chemical,9,90,19.5,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R5controlS1_2018_clearcut,B4R5controlS1_2018,B4R5controlS1,clearcut,2018,4,5,control,1,45,6.7,2018,0,alive,alive,0,0,360,80,0,,alive,0,1
B4R5controlS1_2019_clearcut,B4R5controlS1_2019,B4R5controlS1,clearcut,2019,4,5,control,1,50,7.8,2019,0,alive,alive,0,0,540,100,0,,alive,0,1
B4R5controlS1_2020_clearcut,B4R5controlS1_2020,B4R5controlS1,clearcut,2020,4,5,control,1,0,NA,2020,2020,Hylobius,dead,1,0,1000,0,0,,Hylobius,1,1
B4R5controlS10_2018_clearcut,B4R5controlS10_2018,B4R5controlS10,clearcut,2018,4,5,control,10,42,7.9,2018,0,alive,alive,0,0,210,60,0,,alive,0,1
B4R5controlS10_2019_clearcut,B4R5controlS10_2019,B4R5controlS10,clearcut,2019,4,5,control,10,45,10.2,2019,0,alive,alive,0,0,80,20,0,,alive,0,1
B4R5controlS10_2020_clearcut,B4R5controlS10_2020,B4R5controlS10,clearcut,2020,4,5,control,10,53,12.4,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R5controlS2_2018_clearcut,B4R5controlS2_2018,B4R5controlS2,clearcut,2018,4,5,control,2,50,9.4,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R5controlS2_2019_clearcut,B4R5controlS2_2019,B4R5controlS2,clearcut,2019,4,5,control,2,49,10.5,2019,0,alive,alive,0,0,680,100,0,,alive,0,1
B4R5controlS2_2020_clearcut,B4R5controlS2_2020,B4R5controlS2,clearcut,2020,4,5,control,2,0,NA,2020,2020,other,dead,1,0,0,0,0,,other,1,1
B4R5controlS3_2018_clearcut,B4R5controlS3_2018,B4R5controlS3,clearcut,2018,4,5,control,3,37,4.6,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R5controlS3_2019_clearcut,B4R5controlS3_2019,B4R5controlS3,clearcut,2019,4,5,control,3,70,12.9,2019,0,alive,alive,0,0,290,80,0,,alive,0,1
B4R5controlS3_2020_clearcut,B4R5controlS3_2020,B4R5controlS3,clearcut,2020,4,5,control,3,75,18.5,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R5controlS4_2018_clearcut,B4R5controlS4_2018,B4R5controlS4,clearcut,2018,4,5,control,4,65,9.8,2018,0,alive,alive,0,0,20,10,0,,alive,0,1
B4R5controlS4_2019_clearcut,B4R5controlS4_2019,B4R5controlS4,clearcut,2019,4,5,control,4,35,6.5,2019,0,alive,alive,0,0,650,100,0,,alive,0,1
B4R5controlS4_2020_clearcut,B4R5controlS4_2020,B4R5controlS4,clearcut,2020,4,5,control,4,46,9.5,2020,0,alive,alive,0,0,100,0,0,,alive,0,1
B4R5controlS5_2018_clearcut,B4R5controlS5_2018,B4R5controlS5,clearcut,2018,4,5,control,5,30,4.5,2018,0,alive,alive,0,0,5,10,0,,alive,0,1
B4R5controlS5_2019_clearcut,B4R5controlS5_2019,B4R5controlS5,clearcut,2019,4,5,control,5,35,7.5,2019,0,alive,alive,0,0,840,100,0,,alive,0,1
B4R5controlS5_2020_clearcut,B4R5controlS5_2020,B4R5controlS5,clearcut,2020,4,5,control,5,0,NA,2020,2020,other,dead,1,0,0,0,0,,other,1,1
B4R5controlS6_2018_clearcut,B4R5controlS6_2018,B4R5controlS6,clearcut,2018,4,5,control,6,32,4.9,2018,0,alive,alive,0,0,30,20,0,,alive,0,1
B4R5controlS6_2019_clearcut,B4R5controlS6_2019,B4R5controlS6,clearcut,2019,4,5,control,6,43,7,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R5controlS6_2020_clearcut,B4R5controlS6_2020,B4R5controlS6,clearcut,2020,4,5,control,6,44,8.7,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R5controlS7_2018_clearcut,B4R5controlS7_2018,B4R5controlS7,clearcut,2018,4,5,control,7,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B4R5controlS8_2018_clearcut,B4R5controlS8_2018,B4R5controlS8,clearcut,2018,4,5,control,8,39,6.7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R5controlS8_2019_clearcut,B4R5controlS8_2019,B4R5controlS8,clearcut,2019,4,5,control,8,0,NA,2019,2019,other,dead,1,0,0,0,0,,other,1,1
B4R5controlS9_2018_clearcut,B4R5controlS9_2018,B4R5controlS9,clearcut,2018,4,5,control,9,50,2.7,2018,0,alive,alive,0,0,5,5,0,,alive,0,1
B4R5controlS9_2019_clearcut,B4R5controlS9_2019,B4R5controlS9,clearcut,2019,4,5,control,9,62,14.6,2019,0,alive,alive,0,0,270,50,0,,alive,0,1
B4R5controlS9_2020_clearcut,B4R5controlS9_2020,B4R5controlS9,clearcut,2020,4,5,control,9,100,22.3,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R6collarS1_2018_clearcut,B4R6collarS1_2018,B4R6collarS1,clearcut,2018,4,6,collar,1,31,4.6,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R6collarS1_2019_clearcut,B4R6collarS1_2019,B4R6collarS1,clearcut,2019,4,6,collar,1,32,5.2,2019,0,alive,alive,0,0,320,100,0,,alive,0,1
B4R6collarS1_2020_clearcut,B4R6collarS1_2020,B4R6collarS1,clearcut,2020,4,6,collar,1,0,NA,2020,2020,other,dead,1,0,0,0,0,,other,1,1
B4R6collarS10_2018_clearcut,B4R6collarS10_2018,B4R6collarS10,clearcut,2018,4,6,collar,10,31.59,NA,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R6collarS10_2019_clearcut,B4R6collarS10_2019,B4R6collarS10,clearcut,2019,4,6,collar,10,35,7.1,2019,0,alive,alive,0,0,110,50,0,G chýba,alive,0,1
B4R6collarS10_2020_clearcut,B4R6collarS10_2020,B4R6collarS10,clearcut,2020,4,6,collar,10,37,9.5,2020,0,alive,alive,0,0,0,0,0,Z,alive,0,1
B4R6collarS2_2018_clearcut,B4R6collarS2_2018,B4R6collarS2,clearcut,2018,4,6,collar,2,22,4.1,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R6collarS2_2019_clearcut,B4R6collarS2_2019,B4R6collarS2,clearcut,2019,4,6,collar,2,0,NA,2019,2019,Hylastes,dead,1,0,60,30,0,,Hylastes,1,1
B4R6collarS3_2018_clearcut,B4R6collarS3_2018,B4R6collarS3,clearcut,2018,4,6,collar,3,51,19.7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R6collarS3_2019_clearcut,B4R6collarS3_2019,B4R6collarS3,clearcut,2019,4,6,collar,3,46,12.6,2019,0,alive,alive,0,0,350,50,0,,alive,0,1
B4R6collarS3_2020_clearcut,B4R6collarS3_2020,B4R6collarS3,clearcut,2020,4,6,collar,3,67,16.6,2020,0,alive,alive,0,0,0,0,0,Z,alive,0,1
B4R6collarS4_2018_clearcut,B4R6collarS4_2018,B4R6collarS4,clearcut,2018,4,6,collar,4,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B4R6collarS5_2018_clearcut,B4R6collarS5_2018,B4R6collarS5,clearcut,2018,4,6,collar,5,33,4.2,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R6collarS5_2019_clearcut,B4R6collarS5_2019,B4R6collarS5,clearcut,2019,4,6,collar,5,39,6.8,2019,0,alive,alive,0,0,90,40,0,,alive,0,1
B4R6collarS5_2020_clearcut,B4R6collarS5_2020,B4R6collarS5,clearcut,2020,4,6,collar,5,48,10.2,2020,0,alive,alive,0,0,40,0,0,Z,alive,0,1
B4R6collarS6_2018_clearcut,B4R6collarS6_2018,B4R6collarS6,clearcut,2018,4,6,collar,6,25,3.6,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R6collarS6_2019_clearcut,B4R6collarS6_2019,B4R6collarS6,clearcut,2019,4,6,collar,6,26,4.6,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R6collarS6_2020_clearcut,B4R6collarS6_2020,B4R6collarS6,clearcut,2020,4,6,collar,6,30,4.8,2020,0,alive,alive,0,0,0,0,0,Z,alive,0,1
B4R6collarS7_2018_clearcut,B4R6collarS7_2018,B4R6collarS7,clearcut,2018,4,6,collar,7,41,7.7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R6collarS7_2019_clearcut,B4R6collarS7_2019,B4R6collarS7,clearcut,2019,4,6,collar,7,52,11.7,2019,0,alive,alive,0,0,350,90,0,,alive,0,1
B4R6collarS7_2020_clearcut,B4R6collarS7_2020,B4R6collarS7,clearcut,2020,4,6,collar,7,50,11.4,2020,0,alive,alive,0,0,150,0,0,Z,alive,0,1
B4R6collarS8_2018_clearcut,B4R6collarS8_2018,B4R6collarS8,clearcut,2018,4,6,collar,8,37,5.3,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R6collarS8_2019_clearcut,B4R6collarS8_2019,B4R6collarS8,clearcut,2019,4,6,collar,8,47,8.7,2019,0,alive,alive,0,0,420,80,0,,alive,0,1
B4R6collarS8_2020_clearcut,B4R6collarS8_2020,B4R6collarS8,clearcut,2020,4,6,collar,8,58,10.4,2020,0,alive,alive,0,0,700,0,0,Z,alive,0,1
B4R6collarS9_2018_clearcut,B4R6collarS9_2018,B4R6collarS9,clearcut,2018,4,6,collar,9,46,9.6,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R6collarS9_2019_clearcut,B4R6collarS9_2019,B4R6collarS9,clearcut,2019,4,6,collar,9,45,8,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B4R6collarS9_2020_clearcut,B4R6collarS9_2020,B4R6collarS9,clearcut,2020,4,6,collar,9,53,12.9,2020,0,alive,alive,0,0,0,0,0,Z,alive,0,1
B5R1chemicalS1_2018_clearcut,B5R1chemicalS1_2018,B5R1chemicalS1,clearcut,2018,5,1,chemical,1,34,6.4,2018,0,alive,alive,0,0,30,20,0,,alive,0,1
B5R1chemicalS1_2019_clearcut,B5R1chemicalS1_2019,B5R1chemicalS1,clearcut,2019,5,1,chemical,1,35,9.4,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS1_2020_clearcut,B5R1chemicalS1_2020,B5R1chemicalS1,clearcut,2020,5,1,chemical,1,48,11.8,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS10_2018_clearcut,B5R1chemicalS10_2018,B5R1chemicalS10,clearcut,2018,5,1,chemical,10,41,6.5,2018,0,alive,alive,0,0,180,80,0,,terminal,0,1
B5R1chemicalS10_2019_clearcut,B5R1chemicalS10_2019,B5R1chemicalS10,clearcut,2019,5,1,chemical,10,0,NA,2019,2019,Hylobius,dead,1,0,100,100,0,,Hylobius,1,1
B5R1chemicalS2_2018_clearcut,B5R1chemicalS2_2018,B5R1chemicalS2,clearcut,2018,5,1,chemical,2,34,7.9,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS2_2019_clearcut,B5R1chemicalS2_2019,B5R1chemicalS2,clearcut,2019,5,1,chemical,2,35,8,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS2_2020_clearcut,B5R1chemicalS2_2020,B5R1chemicalS2,clearcut,2020,5,1,chemical,2,40,11.4,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
